source,relative_path,doc_type,parser,parse_status,quality_status,ingest_status,pages_total,pages_parsed,ocr_pages,table_pages,empty_pages,chars_total,avg_chars_per_page,valid_char_ratio,garble_score,table_count,table_fact_count,table_review_count,artifact_dir,notes
凉州熏醋传统酿造过程主要功能微生物群落演替对四甲基吡嗪的影响_赵风琴.pdf,papers/凉州熏醋传统酿造过程主要功能微生物群落演替对四甲基吡嗪的影响_赵风琴.pdf,文献,paddleocr,ocr,pass,ingested,59,104,1,7,3,74869,719.89,0.9719,0.0283,8,40,5,parsed_docs/凉州熏醋传统酿造过程主要功能微生物群落演替对四甲基吡嗪的影响_赵风琴__5cecbefa,
凉州熏醋酿造中高产乙偶姻醋酸菌菌株筛选及其发酵条件优化_赵洪源.pdf,papers/凉州熏醋酿造中高产乙偶姻醋酸菌菌株筛选及其发酵条件优化_赵洪源.pdf,文献,pdfplumber,ok,pass,ingested,7,18,0,2,0,18769,1042.72,0.9773,0.0243,2,9,0,parsed_docs/凉州熏醋酿造中高产乙偶姻醋酸菌菌株筛选及其发酵条件优化_赵洪源__7cd46332,
凝固型酸豆乳调味醋加工工艺研究_王颖.pdf,papers/凝固型酸豆乳调味醋加工工艺研究_王颖.pdf,文献,pdfplumber,ok,pass,ingested,5,6,0,1,0,10582,1763.67,0.9944,0.0056,1,0,0,parsed_docs/凝固型酸豆乳调味醋加工工艺研究_王颖__6d87ae23,
利用优质酒丢糟萃取液生产食醋_刘兴照.pdf,papers/利用优质酒丢糟萃取液生产食醋_刘兴照.pdf,文献,paddleocr,ocr,pass,ingested,2,2,1,0,0,2326,1163.0,0.9488,0.0512,0,0,0,parsed_docs/利用优质酒丢糟萃取液生产食醋_刘兴照__b2e57997,
利用固态发酵法生产营养型柿醋的研究_孙俊良.pdf,papers/利用固态发酵法生产营养型柿醋的研究_孙俊良.pdf,文献,pdfplumber,ok,pass,ingested,3,3,0,0,0,5079,1693.0,0.9842,0.0159,0,0,0,parsed_docs/利用固态发酵法生产营养型柿醋的研究_孙俊良__a4828a6e,
利用大曲酒尾、酒糟发酵生产食醋的研究_廖湘萍.pdf,papers/利用大曲酒尾、酒糟发酵生产食醋的研究_廖湘萍.pdf,文献,pdfplumber,ok,pass,ingested,3,4,0,1,0,7417,1854.25,0.9492,0.0508,1,0,1,parsed_docs/利用大曲酒尾_酒糟发酵生产食醋的研究_廖湘萍__bed8525e,
利用次等红枣生产果醋的工艺研究_张宝善.pdf,papers/利用次等红枣生产果醋的工艺研究_张宝善.pdf,文献,pdfplumber,ok,pass,ingested,4,4,0,0,0,8026,2006.5,0.9943,0.0057,0,0,0,parsed_docs/利用次等红枣生产果醋的工艺研究_张宝善__3d197b1a,
利用醋渣和酱渣酿造鲜味剂的研究_庄桂.pdf,papers/利用醋渣和酱渣酿造鲜味剂的研究_庄桂.pdf,文献,pdfplumber,ok,pass,ingested,4,5,0,1,0,8500,1700.0,0.9307,0.0693,1,0,0,parsed_docs/利用醋渣和酱渣酿造鲜味剂的研究_庄桂__c2ea18c0,
利用野生酸枣酿制果醋的研究_赵祥忠.pdf,papers/利用野生酸枣酿制果醋的研究_赵祥忠.pdf,文献,pdfplumber,ok,pass,ingested,3,3,0,0,0,4166,1388.67,0.9414,0.0586,0,0,0,parsed_docs/利用野生酸枣酿制果醋的研究_赵祥忠__b17e5c24,
刺梨果渣醋固态发酵工艺研究_王程惠.pdf,papers/刺梨果渣醋固态发酵工艺研究_王程惠.pdf,文献,pdfplumber,ok,pass,ingested,8,11,0,3,0,16313,1483.0,0.9771,0.0235,3,0,0,parsed_docs/刺梨果渣醋固态发酵工艺研究_王程惠__ca6ec7ca,
刺梨黑糯米醋特征风味及品质特性研究_石媛媛.pdf,papers/刺梨黑糯米醋特征风味及品质特性研究_石媛媛.pdf,文献,pdfplumber,ok,pass,ingested,88,274,0,14,0,116152,423.91,0.9606,0.0397,14,172,4,parsed_docs/刺梨黑糯米醋特征风味及品质特性研究_石媛媛__fe12bd8e,
加权评分法和Friedman检验法在食醋感官评价中的应用_吕艳春.pdf,papers/加权评分法和Friedman检验法在食醋感官评价中的应用_吕艳春.pdf,文献,pdfplumber,ok,pass,ingested,4,19,0,2,0,9668,508.84,0.9734,0.0266,2,13,0,parsed_docs/加权评分法和Friedman检验法在食醋感官评价中的应用_吕艳春__39f43e18,
原汁苹果醋中的有机酸_陈义伦.pdf,papers/原汁苹果醋中的有机酸_陈义伦.pdf,文献,pdfplumber,ok,pass,ingested,4,11,0,2,0,10077,916.09,0.9185,0.0815,2,5,1,parsed_docs/原汁苹果醋中的有机酸_陈义伦__0476d0fd,
发酵刺梨醋的工艺及风味物质研究进展_蔡欢.pdf,papers/发酵刺梨醋的工艺及风味物质研究进展_蔡欢.pdf,文献,pdfplumber,ok,pass,ingested,6,133,0,2,0,26345,198.08,0.9378,0.0623,2,125,0,parsed_docs/发酵刺梨醋的工艺及风味物质研究进展_蔡欢__efc6f05f,
发酵方法对柿果醋中香气成分的影响_鲁周民.pdf,papers/发酵方法对柿果醋中香气成分的影响_鲁周民.pdf,文献,pdfplumber,ok,pass,ingested,7,9,0,2,0,17942,1993.56,0.9432,0.0568,2,0,1,parsed_docs/发酵方法对柿果醋中香气成分的影响_鲁周民__ce36646d,
发酵液态制品紫外光谱单指纹特性研究_布丽君.pdf,papers/发酵液态制品紫外光谱单指纹特性研究_布丽君.pdf,文献,paddleocr,ocr,pass,ingested,77,132,3,15,0,85321,646.37,0.9092,0.0909,23,32,14,parsed_docs/发酵液态制品紫外光谱单指纹特性研究_布丽君__80dc049b,
发酵食品风味物质及其相关微生物_张雅卿.pdf,papers/发酵食品风味物质及其相关微生物_张雅卿.pdf,文献,pdfplumber,ok,pass,ingested,12,29,0,1,0,24436,842.62,0.9702,0.0298,2,15,0,parsed_docs/发酵食品风味物质及其相关微生物_张雅卿__f1007d28,
响应面法优化水晶梨果醋发酵工艺条件_谢定.pdf,papers/响应面法优化水晶梨果醋发酵工艺条件_谢定.pdf,文献,pdfplumber,ok,pass,ingested,7,8,0,1,0,10086,1260.75,0.9519,0.052,1,0,1,parsed_docs/响应面法优化水晶梨果醋发酵工艺条件_谢定__3899e358,
响应面法优化青稞醋发酵工艺条件_吴庆园.pdf,papers/响应面法优化青稞醋发酵工艺条件_吴庆园.pdf,文献,pdfplumber,ok,pass,ingested,7,51,0,4,0,19171,375.9,0.9546,0.0457,4,40,1,parsed_docs/响应面法优化青稞醋发酵工艺条件_吴庆园__f9aa1c35,
响应面法优化黑加仑果醋的发酵条件_牛广财.pdf,papers/响应面法优化黑加仑果醋的发酵条件_牛广财.pdf,文献,pdfplumber,ok,pass,ingested,5,74,0,2,0,16320,220.54,0.9494,0.0509,2,67,0,parsed_docs/响应面法优化黑加仑果醋的发酵条件_牛广财__372b2a83,
嘉宝果果醋发酵动力学模型建立_熊亚.pdf,papers/嘉宝果果醋发酵动力学模型建立_熊亚.pdf,文献,pdfplumber,ok,pass,ingested,5,5,0,0,0,11085,2217.0,0.9986,0.0014,0,0,0,parsed_docs/嘉宝果果醋发酵动力学模型建立_熊亚__cd580347,
四大名醋发酵微生物研究现状_曹施静.pdf,papers/四大名醋发酵微生物研究现状_曹施静.pdf,文献,pdfplumber,ok,pass,ingested,5,6,0,1,0,12692,2115.33,0.9788,0.0212,1,0,0,parsed_docs/四大名醋发酵微生物研究现状_曹施静__7fee6b91,
四大名醋呈味物质比较分析_李婷.pdf,papers/四大名醋呈味物质比较分析_李婷.pdf,文献,pdfplumber,ok,pass,ingested,4,13,0,2,0,11441,880.08,0.986,0.014,2,7,0,parsed_docs/四大名醋呈味物质比较分析_李婷__2a0fd4f7,
四大名醋挥发性香气成分的测定与比较分析_李慧.pdf,papers/四大名醋挥发性香气成分的测定与比较分析_李慧.pdf,文献,pdfplumber,ok,pass,ingested,5,7,0,1,0,11753,1679.0,0.9928,0.0077,2,0,1,parsed_docs/四大名醋挥发性香气成分的测定与比较分析_李慧__9890c29d,
四大名醋理化指标、风味成分和功能成分差异性比较_张慧如.pdf,papers/四大名醋理化指标、风味成分和功能成分差异性比较_张慧如.pdf,文献,pdfplumber,ok,pass,ingested,7,9,0,2,0,19286,2142.89,0.9819,0.0181,2,0,0,parsed_docs/四大名醋理化指标_风味成分和功能成分差异性比较_张慧如__fd10abe4,
四大名醋的游离氨基酸组成成分分析_张璟琳.pdf,papers/四大名醋的游离氨基酸组成成分分析_张璟琳.pdf,文献,pdfplumber,ok,pass,ingested,8,58,0,3,0,23927,412.53,0.9333,0.0698,3,47,0,parsed_docs/四大名醋的游离氨基酸组成成分分析_张璟琳__e032313b,
四大名醋风味成分分析及镇江香醋香气释放规律研究_李攀恒.pdf,papers/四大名醋风味成分分析及镇江香醋香气释放规律研究_李攀恒.pdf,文献,pdfplumber,ok,pass,ingested,96,176,0,13,1,111331,632.56,0.9649,0.0352,13,68,4,parsed_docs/四大名醋风味成分分析及镇江香醋香气释放规律研究_李攀恒__42fa2e49,
四川晒醋固态发酵过程中理化因子与真菌群落结构的动态变化规律_张桂容.pdf,papers/四川晒醋固态发酵过程中理化因子与真菌群落结构的动态变化规律_张桂容.pdf,文献,pdfplumber,ok,pass,ingested,8,76,0,2,0,31167,410.09,0.9693,0.0307,2,66,0,parsed_docs/四川晒醋固态发酵过程中理化因子与真菌群落结构的动态变化规律_张桂容__ebac0641,
四川晒醋固态发酵过程中真菌群落结构演替与风味形成途径解析_张桂容.pdf,papers/四川晒醋固态发酵过程中真菌群落结构演替与风味形成途径解析_张桂容.pdf,文献,pdfplumber,ok,pass,ingested,84,176,0,9,0,93043,528.65,0.9725,0.0279,9,83,0,parsed_docs/四川晒醋固态发酵过程中真菌群落结构演替与风味形成途径解析_张桂容__9e3aa3b5,
四川晒醋固态发酵过程中细菌群落结构和风味物质的关联研究_冯洁雅.pdf,papers/四川晒醋固态发酵过程中细菌群落结构和风味物质的关联研究_冯洁雅.pdf,文献,pdfplumber,ok,pass,ingested,66,114,0,6,0,69653,610.99,0.9702,0.0298,6,42,2,parsed_docs/四川晒醋固态发酵过程中细菌群落结构和风味物质的关联研究_冯洁雅__e91fd829,
四川晒醋特征风味物质鉴定及其陈酿前后变化研究_李宇薇.pdf,papers/四川晒醋特征风味物质鉴定及其陈酿前后变化研究_李宇薇.pdf,文献,pdfplumber,ok,pass,ingested,9,12,0,3,0,22341,1861.75,0.9648,0.0363,3,0,2,parsed_docs/四川晒醋特征风味物质鉴定及其陈酿前后变化研究_李宇薇__623329d7,
四川晒醋特征风味物质鉴定及其露晒陈酿中的变化研究_李宇薇.pdf,papers/四川晒醋特征风味物质鉴定及其露晒陈酿中的变化研究_李宇薇.pdf,文献,paddleocr,ocr,pass,ingested,94,333,2,18,0,129861,389.97,0.9518,0.0484,19,220,3,parsed_docs/四川晒醋特征风味物质鉴定及其露晒陈酿中的变化研究_李宇薇__4b93b965,
四川晒醋风味产生机制解析及风味醋固态发酵菌群构建_李娜.pdf,papers/四川晒醋风味产生机制解析及风味醋固态发酵菌群构建_李娜.pdf,文献,paddleocr,ocr,pass,ingested,115,259,1,11,0,144138,556.52,0.9736,0.0268,11,133,1,parsed_docs/四川晒醋风味产生机制解析及风味醋固态发酵菌群构建_李娜__fb25416e,
四川麸醋关键风味物质及其与酿造微生物的相关性研究_刘廷锐.pdf,papers/四川麸醋关键风味物质及其与酿造微生物的相关性研究_刘廷锐.pdf,文献,pdfplumber,ok,pass,ingested,83,352,0,25,1,114487,325.25,0.9303,0.0697,25,245,6,parsed_docs/四川麸醋关键风味物质及其与酿造微生物的相关性研究_刘廷锐__f92044c3,
四川麸醋及其陈酿过程中挥发性风味物质解析_杜大钊.pdf,papers/四川麸醋及其陈酿过程中挥发性风味物质解析_杜大钊.pdf,文献,pdfplumber,ok,pass,ingested,6,8,0,2,0,13075,1634.38,0.9916,0.0084,2,0,0,parsed_docs/四川麸醋及其陈酿过程中挥发性风味物质解析_杜大钊__7d0d6b74,
四川麸醋发酵过程中微生物群落与风味物质变化分析_张奶英.pdf,papers/四川麸醋发酵过程中微生物群落与风味物质变化分析_张奶英.pdf,文献,paddleocr,ocr,pass,ingested,83,440,41,15,1,126274,286.99,0.8921,0.1079,15,343,6,parsed_docs/四川麸醋发酵过程中微生物群落与风味物质变化分析_张奶英__be1fe8f6,
四川麸醋发酵过程中风味物质的变化研究_熊越.pdf,papers/四川麸醋发酵过程中风味物质的变化研究_熊越.pdf,文献,paddleocr,ocr,pass,ingested,68,68,12,0,0,30275,445.22,0.9589,0.0411,0,0,0,parsed_docs/四川麸醋发酵过程中风味物质的变化研究_熊越__63893a72,
四川麸醋固态发酵特征风味物质及其调控研究_武雨薇.pdf,papers/四川麸醋固态发酵特征风味物质及其调控研究_武雨薇.pdf,文献,paddleocr,ocr,pass,ingested,90,289,2,26,0,138492,479.21,0.9524,0.0495,27,172,5,parsed_docs/四川麸醋固态发酵特征风味物质及其调控研究_武雨薇__7e193e37,
四川麸醋醋醅晒制过程中微生物群落与风味成分动态分析_傅其旭.pdf,papers/四川麸醋醋醅晒制过程中微生物群落与风味成分动态分析_傅其旭.pdf,文献,pdfplumber,ok,pass,ingested,8,9,0,1,0,15188,1687.56,0.9884,0.0116,1,0,0,parsed_docs/四川麸醋醋醅晒制过程中微生物群落与风味成分动态分析_傅其旭__89857eb8,
四川麸醋风味指纹图谱分析及超声波催陈条件优化_李莎.pdf,papers/四川麸醋风味指纹图谱分析及超声波催陈条件优化_李莎.pdf,文献,pdfplumber,ok,pass,ingested,104,291,0,40,0,123180,423.3,0.9464,0.0538,45,142,5,parsed_docs/四川麸醋风味指纹图谱分析及超声波催陈条件优化_李莎__432076d0,
固定化发酵条件下蓝莓果醋加工工艺研究_荣智兴.pdf,papers/固定化发酵条件下蓝莓果醋加工工艺研究_荣智兴.pdf,文献,paddleocr,ocr,pass,ingested,88,88,4,0,0,42838,486.8,0.9958,0.0042,0,0,0,parsed_docs/固定化发酵条件下蓝莓果醋加工工艺研究_荣智兴__7192ea33,
固定化杨梅果醋发酵工艺及其抗氧化活性研究_谢思芸.pdf,papers/固定化杨梅果醋发酵工艺及其抗氧化活性研究_谢思芸.pdf,文献,paddleocr,ocr,pass,ingested,96,96,3,0,0,49778,518.52,0.997,0.003,0,0,0,parsed_docs/固定化杨梅果醋发酵工艺及其抗氧化活性研究_谢思芸__0bd54a7f,
固定化酵母菌和醋酸杆菌发酵食醋工艺研究_吴定.pdf,papers/固定化酵母菌和醋酸杆菌发酵食醋工艺研究_吴定.pdf,文献,paddleocr,ocr,pass,ingested,3,3,2,0,0,8703,2901.0,0.9431,0.0618,0,0,0,parsed_docs/固定化酵母菌和醋酸杆菌发酵食醋工艺研究_吴定__7101f5d5,
固定化醋酸菌发酵载体对芒果醋品质影响_胡秦佳宝.pdf,papers/固定化醋酸菌发酵载体对芒果醋品质影响_胡秦佳宝.pdf,文献,pdfplumber,ok,pass,ingested,6,7,0,1,0,15429,2204.14,0.9656,0.0344,1,0,1,parsed_docs/固定化醋酸菌发酵载体对芒果醋品质影响_胡秦佳宝__a88290f5,
固态发酵法研制富硒食醋_许芳.pdf,papers/固态发酵法研制富硒食醋_许芳.pdf,文献,pdfplumber,ok,pass,ingested,3,4,0,1,0,6167,1541.75,0.9731,0.0269,1,0,0,parsed_docs/固态发酵法研制富硒食醋_许芳__563b911b,
固态发酵酿醋中复合麸曲的应用研究_张锦盛.pdf,papers/固态发酵酿醋中复合麸曲的应用研究_张锦盛.pdf,文献,pdfplumber,ok,pass,ingested,3,5,0,2,0,7156,1431.2,0.9575,0.0425,2,0,0,parsed_docs/固态发酵酿醋中复合麸曲的应用研究_张锦盛__98fba7d7,
固态法小米醋发酵过程中的风味物质变化_张宇.pdf,papers/固态法小米醋发酵过程中的风味物质变化_张宇.pdf,文献,pdfplumber,ok,pass,ingested,7,9,0,2,0,17982,1998.0,0.9937,0.0063,2,0,1,parsed_docs/固态法小米醋发酵过程中的风味物质变化_张宇__39e5e84a,
固态法小米醋酿造工艺的研究_潘洁琼.pdf,papers/固态法小米醋酿造工艺的研究_潘洁琼.pdf,文献,pdfplumber,ok,pass,ingested,5,65,0,2,0,17752,273.11,0.9441,0.0559,2,58,1,parsed_docs/固态法小米醋酿造工艺的研究_潘洁琼__95f0d408,
固态食醋自然发酵醋醅中生淀粉酶产生菌的筛选及初步应用_康雪梅.pdf,papers/固态食醋自然发酵醋醅中生淀粉酶产生菌的筛选及初步应用_康雪梅.pdf,文献,pdfplumber,ok,pass,ingested,7,8,0,1,0,17100,2137.5,0.9961,0.0039,1,0,0,parsed_docs/固态食醋自然发酵醋醅中生淀粉酶产生菌的筛选及初步应用_康雪梅__8144e423,
基于Cite_Space可视化分析技术的食醋微生物多样性与风味物质变化研究_叶晓婷.pdf,papers/基于Cite_Space可视化分析技术的食醋微生物多样性与风味物质变化研究_叶晓婷.pdf,文献,pdfplumber,ok,pass,ingested,10,108,0,3,0,45349,419.9,0.9545,0.0455,3,95,1,parsed_docs/基于Cite_Space可视化分析技术的食醋微生物多样性与风味物质变化研究_叶晓婷__d57d3608,
基于DNA高通量测序分析生料酿醋过程中的真菌多样性_张永杰.pdf,papers/基于DNA高通量测序分析生料酿醋过程中的真菌多样性_张永杰.pdf,文献,pdfplumber,ok,pass,ingested,12,21,0,1,0,22204,1057.33,0.9817,0.0183,3,6,2,parsed_docs/基于DNA高通量测序分析生料酿醋过程中的真菌多样性_张永杰__79af7b5d,
基于GC-MS与嗅闻联用的镇江香醋香气指纹图谱研究_马永昆.pdf,papers/基于GC-MS与嗅闻联用的镇江香醋香气指纹图谱研究_马永昆.pdf,文献,pdfplumber,ok,pass,ingested,4,7,0,2,0,14128,2018.29,0.9509,0.0491,3,0,0,parsed_docs/基于GC-MS与嗅闻联用的镇江香醋香气指纹图谱研究_马永昆__888930d4,
基于GC-MS指纹图谱和多元统计学区分四川保宁醋和山西老陈醋的挥发性差异代谢产物_邝格灵.pdf,papers/基于GC-MS指纹图谱和多元统计学区分四川保宁醋和山西老陈醋的挥发性差异代谢产物_邝格灵.pdf,文献,pdfplumber,ok,pass,ingested,6,8,0,2,0,21530,2691.25,0.9869,0.0132,2,0,1,parsed_docs/基于GC-MS指纹图谱和多元统计学区分四川保宁醋和山西老陈醋的挥发性差异代谢产物_邝格灵__1acb1cc7,
基于HS-SPME-GC-MS技术分析酿造食醋中的挥发性成分_孙鹤.pdf,papers/基于HS-SPME-GC-MS技术分析酿造食醋中的挥发性成分_孙鹤.pdf,文献,pdfplumber,ok,pass,ingested,9,13,0,4,0,16489,1268.38,0.9859,0.0141,4,0,0,parsed_docs/基于HS-SPME-GC-MS技术分析酿造食醋中的挥发性成分_孙鹤__af9b8b65,
基于Illumina_MiSeq高通量测序技术解析四川麸醋发酵过程中微生物菌群结构_张雅琳.pdf,papers/基于Illumina_MiSeq高通量测序技术解析四川麸醋发酵过程中微生物菌群结构_张雅琳.pdf,文献,pdfplumber,ok,pass,ingested,8,9,0,1,0,17163,1907.0,0.9862,0.0138,1,0,1,parsed_docs/基于Illumina_MiSeq高通量测序技术解析四川麸醋发酵过程中微生物菌群结构_张雅琳__c1142e2d,
基于KFDA的食醋电子鼻鉴别方法_殷勇.pdf,papers/基于KFDA的食醋电子鼻鉴别方法_殷勇.pdf,文献,pdfplumber,ok,pass,ingested,5,58,0,1,0,15557,268.22,0.9667,0.0333,1,52,0,parsed_docs/基于KFDA的食醋电子鼻鉴别方法_殷勇__da40cbae,
